file_name	sentence	label
12421412_v0.xml	The sequence at the 3  end of this region contains a putative xenobiotic response element to xanthotoxin (XRE-xan), important for basal and xanthotoxin-inducible transcription of the @Species$ @Gene$ gene, and multiple elements known to regulate vertebrate phase I and II promoters, including an XRE-AhR (Xenobiotic Response Element to Aryl hydrocarbon Receptor), an OCT-1 element (octamer protein binding site), an ARE (Antioxidant Response Element), an EcRE (Ecdysone Response Element), and an imperfect PXR (Pregnane X Receptor) responsive element (PRE).	1
19046356_v0.xml	In addition, the influence of a @Gene$ mutation (Y151S), which has been linked to neonicotinoid lab generated resistance in @Species$, has been examined.	1
19046356_v0.xml	The influence of @Gene$ and Nlalpha2 subunits upon the functional properties of recombinant nAChRs has been examined by expression in @Species$.	1
19046356_v0.xml	The influence of Nlalpha1 and @Gene$ subunits upon the functional properties of recombinant nAChRs has been examined by expression in @Species$.	1
19046356_v0.xml	The influence of Nlalpha1 and Nlalpha2 subunits upon the functional properties of recombinant @Gene$s has been examined by expression in @Species$.	1
19046356_v0.xml	Here, we describe studies performed with @Gene$ subunits Nlalpha1 and Nlalpha2 cloned from the brown planthopper @Species$, a major insect pest of rice crops in many parts of Asia.	1
12752654_v0.xml	B96Bom encodes a @Species$ @Gene$ negatively coupled to adenylate cyclase.	1
12752654_v0.xml	Taken together with the result of phylogenetic analysis, these findings indicate that the B96Bom receptor is a @Species$ @Gene$, which is negatively coupled to adenylate cyclase.	1
12752654_v0.xml	A cDNA encoding a @Gene$ (B96Bom) was isolated from silkworm (@Species$) larvae, and the ligand response of the receptor stably expressed in HEK-293 cells was examined.	1
18826030_v0.xml	@Gene$ gene is differentially expressed in the subtropical mosquito @Species$ (Diptera: Culicidae), the primary West Nile Virus vector in Florida.	1
18826030_v0.xml	We report here the characterization of a differentially expressed actin gene, @Gene$, from the subtropical mosquito, @Species$ Theobald (Diptera: Culicidae).	1
14518004_v0.xml	As expected from the evolutionary relationships among insects and mammals, Bombyx BRF is more similar overall to @Species$ @Gene$ (55% identical) than to human BRF1 (42% identical).	1
14518004_v0.xml	Domain II of Bombyx @Gene$ is more similar to its human counterpart than to @Species$ Domain II.	1
14518004_v0.xml	This result indicates that Domain II has undergone unusual divergence in Drosophila, and suggests a structural basis for @Species$ @Gene$ s unique pattern of interaction with other transcription factors.	1
14518004_v0.xml	To identify the protein domains responsible for its conserved and specialized functions, putative @Gene$ (BRF) from the silkworm (@Species$) was compared with BRFs from other organisms.	1
12864916_v0.xml	Structure and evolution of the @Gene$ (LRE) gene from the firefly @Species$.	1
12864916_v0.xml	To study the structural features of genes for the @Gene$ (LRE), the entire gene along with 524 bp of upstream sequence was determined from @Species$ (Coleoptera: Lampyridae).	1
12864916_v0.xml	The deduced LRE amino acid sequence showed identity to senescence marker protein-30 (SMP30) from a number of insects and mammals including four putative @Gene$ sequences from @Species$.	1
18854586_v0.xml	@Species$ @Gene$ and vertebrate Cep152 Are orthologs essential for centriole duplication.	1
12421411_v0.xml	Isolation and molecular characterization of @Species$ @Gene$ sequences.	1
12421411_v0.xml	We have isolated @Gene$ cDNA (Mdomd9) and genomic sequences from the housefly, @Species$.	1
12421411_v0.xml	The open reading frame encodes a 380 amino acid (aa) protein with 82% identity to @Species$ @Gene$, and significant (> 50%) identity with other insect delta-9 desaturases.	1
18436642_v0.xml	The biological functions of individual members of the large family of @Gene$ proteins from the red flour beetle, @Species$ (Tc), were examined by using gene-specific RNAi.	1
12421409_v0.xml	Genomic organization and regulation of three @Gene$ genes in @Species$.	1
12421409_v0.xml	Three @Gene$ were identified from @Species$, a major vector for malaria in sub-Saharan Africa.	1
11277405_v0.xml	@Gene$ is required to position the MTOC in stage 2-6 @Species$ oocytes.	1
19363474_v0.xml	Genome-wide analysis of @Gene$ signalling in @Species$ by transgenic RNAi.	1
19363474_v0.xml	Here we report the use of a library of @Species$ strains expressing inducible hairpin RNAi constructs to study the @Gene$ signalling pathway during external sensory organ development.	1
10835480_v0.xml	@Species$ @Gene$ shares common ancestry with genes from distant groups of eukaryotes encoding a 26S proteasome subunit and is in a conserved gene cluster.	1
10835480_v0.xml	The location of @Species$ @Gene$ was determined by in situ hybridization at 34D on chromosome arm 3R.	1
10835480_v0.xml	The sequence of a cloned Anopheles stephensi gene showed 72% inferred amino acid identity with @Species$ @Gene$ and 93% with its putative ortholog in Anopheles gambiae.	1
19520163_v0.xml	Using primers to conserved sequences, the highly similar A. ludens and @Species$ @Gene$ genes, encoding identical amino acid sequences, were then isolated.	1
19520163_v0.xml	To isolate testis-specific regulatory DNA that could be used in genetically transformed insect pest species to improve their biological control, @Gene$ genes and their proximal genomic DNA were isolated from three economically important tephritid pest species, @Species$, Anastrepha ludens, and Bactrocera dorsalis.	1
19520163_v0.xml	To isolate testis-specific regulatory DNA that could be used in genetically transformed insect pest species to improve their biological control, @Gene$ genes and their proximal genomic DNA were isolated from three economically important tephritid pest species, Anastrepha suspensa, @Species$, and Bactrocera dorsalis.	1
19520163_v0.xml	To isolate testis-specific regulatory DNA that could be used in genetically transformed insect pest species to improve their biological control, @Gene$ genes and their proximal genomic DNA were isolated from three economically important tephritid pest species, Anastrepha suspensa, Anastrepha ludens, and @Species$.	1
15274438_v0.xml	The @Gene$-like genes from the @Species$, Apis mellifera, Drosophila melanogaster, and Drosophila pseudoobscura genomes typically have single, small introns with a conserved splice site.	1
15274438_v0.xml	The @Gene$-like genes from the Anopheles gambiae, @Species$, Drosophila melanogaster, and Drosophila pseudoobscura genomes typically have single, small introns with a conserved splice site.	1
15274438_v0.xml	The @Gene$-like genes from the Anopheles gambiae, Apis mellifera, @Species$, and Drosophila pseudoobscura genomes typically have single, small introns with a conserved splice site.	1
15274438_v0.xml	The @Gene$-like genes from the Anopheles gambiae, Apis mellifera, Drosophila melanogaster, and @Species$ genomes typically have single, small introns with a conserved splice site.	1
15274438_v0.xml	Together with all family members entered on GenBank, a total of 70 @Gene$-like proteins, representing the insect orders Diptera, @Species$, Hymenoptera, Lepidoptera, Orthoptera, and Phasmatodea, were analyzed.	1
12459185_v0.xml	Molecular cloning and functional expression of a @Species$ receptor for the neuropeptides @Gene$ and -2.	1
12459185_v0.xml	We expressed the coding part of the cloned cDNA in Chinese hamster ovary cells and found that the receptor was activated by two neuropeptides, capa-1 and -2, encoded by the @Species$ @Gene$ gene.	1
12459185_v0.xml	The @Species$ Genome Project website contains an annotated gene (@Gene$) for a G protein-coupled receptor.	1
12542632_v0.xml	Cloning and characterization of a @Gene$ gene (HSC70) from two species of @Species$.	1
12542632_v0.xml	Cloning and characterization of a 70 kDa heat shock cognate gene (@Gene$) from two species of @Species$.	1
12542632_v0.xml	Northern hybridization indicated that HSC70 is expressed at all developmental stages, from embryo to adult, and Southern hybridization confirmed the presence of multiple @Gene$ genes in @Species$.	1
12542632_v0.xml	In the present study we carried out the isolation and characterization of an @Gene$ gene from two midges, @Species$ and C. yoshimatsui.	1
12542632_v0.xml	In the present study we carried out the isolation and characterization of an @Gene$ gene from two midges, Chironomus tentans and @Species$.	1
20457161_v0.xml	Evolutionary divergence of the paralogs @Gene$ (Met) and germ cell expressed (gce) within the genus @Species$.	1
20457161_v0.xml	Evolutionary divergence of the paralogs Methoprene tolerant (Met) and @Gene$ (gce) within the genus @Species$.	1
20457161_v0.xml	@Gene$ (Met) and germ cell expressed (gce) have been implicated in JH signaling in @Species$.	1
20457161_v0.xml	Methoprene tolerant (Met) and @Gene$ (gce) have been implicated in JH signaling in @Species$.	1
20457161_v0.xml	Distinct patterns of selection found using estimates of dN/dS ratios across @Species$ @Gene$ and gce coding sequences, along with their incongruent temporal expression profiles in embryonic Drosophila melanogaster, illustrate avenues through which these genes have diverged within the Diptera.	1
20457161_v0.xml	We found that @Species$ and mosquito Met orthologs are assembled from @Gene$- and gce-specific domains in a modular fashion.	1
20457161_v0.xml	Our results suggest that @Species$ @Gene$ and gce experienced divergent evolutionary pressures following the duplication of an ancestral gce-like gene found in less derived holometabolous insects.	1
19960683_v0.xml	Expression of a novel member of the @Gene$ gene family in @Species$ (Diptera: Culicidae).	1
19782687_v0.xml	This study examines the responses of @Gene$ transcripts, Hsp70 and Hsp90, to dehydration stress in three mosquito species, @Species$, Anopheles gambiae and Culex pipiens.	1
19782687_v0.xml	This study examines the responses of @Gene$ transcripts, Hsp70 and Hsp90, to dehydration stress in three mosquito species, Aedes aegypti, @Species$ and Culex pipiens.	1
19782687_v0.xml	This study examines the responses of @Gene$ transcripts, Hsp70 and Hsp90, to dehydration stress in three mosquito species, Aedes aegypti, Anopheles gambiae and @Species$.	1
20193689_v0.xml	Characterization of a @Gene$ gene from @Species$ and its function identification through RNA interference.	1
20193689_v0.xml	In order to study the trehalose synthesis pathway, a cDNA for a @Gene$ from @Species$ (SeTPS) was cloned which contained an open reading frame of 2481 nucleotides encoding a protein of 826 amino acids with a predicted molecular weight of 92.65kDa.	1
20193689_v0.xml	Competitive RT-PCR revealed that @Gene$ mRNA was expressed in the fat body at different developmental stages and was present at a high level in day 1 @Species$ pupae.	1
19900550_v0.xml	RNAi of @Gene$ and ace2 in @Species$ reveals their differential contribution to acetylcholinesterase activity and sensitivity to insecticides.	1
19900550_v0.xml	RNAi of ace1 and @Gene$ in @Species$ reveals their differential contribution to acetylcholinesterase activity and sensitivity to insecticides.	1
19900550_v0.xml	In this study we tested the hypothesis that the two ace paralogous from @Species$ have different contributions to @Gene$ activity, using RNA interference (RNAi) to knockdown each one individually.	1
19995605_v0.xml	Structure and expression of the silk adhesive protein @Gene$ in @Species$.	1
19995605_v0.xml	Structure and expression of the @Gene$ Ser2 in @Species$.	1
19995605_v0.xml	Sericins are soluble silk components encoded in @Species$ by three genes, of which @Gene$ and Ser3 have been characterized.	1
19995605_v0.xml	Sericins are soluble silk components encoded in @Species$ by three genes, of which Ser1 and @Gene$ have been characterized.	1
20420910_v0.xml	Study of the @Gene$ gene family in the lepidopterans @Species$ (H bner) and Bombyx mori (L.): sequences, mapping and expression.	1
20420910_v0.xml	Study of the @Gene$ gene family in the lepidopterans Ostrinia nubilalis (H bner) and @Species$ (L.): sequences, mapping and expression.	1
20420910_v0.xml	@Species$ @Gene$s were expressed in all larval instars.	1
20420910_v0.xml	In the present work, seven @Gene$s have been cloned from the midgut of @Species$, the major Lepidopteran corn pest in the temperate climates.	1
20420910_v0.xml	@Gene$ (APNs) are a class of ectoenzymes present in lepidopteran larvae midguts, involved in the @Species$ (Bt) toxins mode of action.	1
20020062_v0.xml	METHODOLOGY/PRINCIPAL FINDINGS: In a library designed to find genes expressed during late chorion formation in @Species$, we isolated the novel sequence @Gene$ (now called Brownie), which was outstanding due to its high copy number.	1
20417712_v0.xml	A caspase-like decoy molecule enhances the activity of a paralogous @Gene$ in the yellow fever mosquito, @Species$.	1
20417712_v0.xml	@Gene$-like decoy molecules are not found in @Species$, raising the question of whether this type of caspase regulation exists in insects.	1
20417712_v0.xml	One of these, @Gene$ from the mosquito @Species$, is a homolog of the D. melanogaster caspase Decay and contains substitutions in two critical amino acid positions, including the catalytic cysteine residue.	1
20417712_v0.xml	One of these, CASPS18 from the mosquito Aedes aegypti, is a homolog of the @Species$ @Gene$ Decay and contains substitutions in two critical amino acid positions, including the catalytic cysteine residue.	1
19944757_v0.xml	Digestive @Gene$s from the wood-feeding higher termite, @Species$: intestinal distribution, molecular characterization, and alteration in sites of expression.	1
19944757_v0.xml	Successful expression of the cDNAs in @Species$ implies that these sequences also encode functional @Gene$s.	1
19944757_v0.xml	These results indicate that @Gene$s that primarily contribute to the digestive process of @Species$ are produced in the midgut.	1
19944757_v0.xml	SDS-PAGE and zymogram analyses of the digestive system in the higher termite @Species$ revealed that @Gene$ activity is localized in the salivary glands and midgut as dimeric glycoproteins.	1
19542205_v0.xml	Large gene family expansions and adaptive evolution for odorant and @Gene$s in the pea aphid, @Species$.	1
19542205_v0.xml	We identified 79 @Gene$ and 77 Gr genes in the @Species$ genome and showed that most of them are aphid-specific genes that have undergone recent and rapid expansion in the genome.	1
19542205_v0.xml	We identified 79 Or and 77 @Gene$ genes in the @Species$ genome and showed that most of them are aphid-specific genes that have undergone recent and rapid expansion in the genome.	1
20087392_v0.xml	The @Gene$ gene superfamily of the parasitoid wasp, @Species$.	1
20087392_v0.xml	As with Apis, Drosophila and Tribolium, Nasonia possesses ion channels predicted to be gated by acetylcholine, gamma-amino butyric acid, glutamate and histamine, as well as orthologues of the @Species$ @Gene$ (pHCl), CG8916 and CG12344.	1
20087392_v0.xml	These findings on @Species$ enhance our understanding of @Gene$ functional genomics and provide a useful basis for the study of their function in the wasp model, as well as for the development of improved insecticides that spare a major beneficial insect species.	1
20087392_v0.xml	Here, we describe the @Gene$ superfamily of the parasitoid wasp, @Species$, which is emerging as a highly useful model organism and is deployed as a biological control of insect pests.	1
20005950_v0.xml	Studies with @Gene$s purified from @Species$ have identified two [(3)H]imidacloprid binding sites with different affinities (K(d) = 3.5 +/- 0.6 pM and 1.5 +/- 0.2 nM).	1
20005950_v0.xml	Co-immunoprecipitation studies with native preparations of @Species$ @Gene$s, using subunit-selective antisera, have demonstrated the co-assembly of Nlalpha1, Nlalpha2 and Nlbeta1 subunits into one receptor complex and of Nlalpha3, Nlalpha8 and Nlbeta1 into another.	1
20005950_v0.xml	In contrast, immunodepletion with antibodies selective for other @Species$ @Gene$ subunits (Nlalpha4, Nlalpha6, Nlalpha7 and Nlbeta2) had no significant effect on imidacloprid binding.	1
20005950_v0.xml	Taken together, these data suggest that nAChRs containing Nlalpha1, Nlalpha2 and Nlbeta1 constitute the lower affinity binding site, whereas @Gene$s containing Nlalpha3, Nlalpha8 and Nlbeta1 constitute the higher affinity binding site for imidacloprid in @Species$.	1
19782689_v0.xml	Molecular characterization of @Gene$, 70 and 70 cognate cDNAs and their expression patterns during thermal stress and pupal diapause in the @Species$.	1
19782689_v0.xml	The genomic organization of hsp90 examined by Southern blot suggested the presence of a single copy of @Gene$ in the @Species$ genome.	1
19782689_v0.xml	Three @Gene$ transcripts, hsp90, hsp70, hsc70, isolated from the corn earworm, @Species$, were evaluated for their responsiveness to diapause and thermal stress.	1
19956620_v0.xml	Wing defects in @Species$ xenicid mutant clones are caused by C-terminal deletion of @Gene$ (Asx).	1
19620392_v0.xml	Functional analysis of @Gene$, the @Species$ gene encoding the BMP type I receptor ortholog of human ALK1/ACVRL1 and ACVR1/ALK2.	1
19620392_v0.xml	We examined 3 existing and 12 newly generated mutations in the @Species$ type I receptor gene, @Gene$ (sax), the ortholog of the human Activin Receptor-Like Kinase1 and -2 (ALK1/ACVRL1 and ALK2/ACVR1) genes.	1
20130575_v0.xml	This analysis of the Anopheles gambiae receptors permits a comparison with the corresponding @Species$ @Gene$ repertoire.	1
20130575_v0.xml	Here we functionally characterize the @Species$ @Gene$ (AgOr) repertoire.	1
19861164_v0.xml	@Gene$, a @Species$ gene encoding multiple protein isoforms characterized by SoHo and SH3 domains: expression analysis during ovarian follicular development.	1
19861164_v0.xml	Here we present the isolation and ovarian expression of the @Gene$ gene which encodes CAP/ArgBP2/vinexin family proteins in the silkmoth, @Species$.	1
20043914_v0.xml	Cloning and characterization of a @Gene$ homolog from the spruce budworm, @Species$, and its putative role in cuticle formation.	1
20043914_v0.xml	"In the course of developing expressed sequence tag (EST) libraries for the eastern spruce budworm, @Species$, we identified an abundant cDNA encoding a homolog of the Drosophila ""@Gene$"" gene (Gene Analogous to Small Peritrophins)."	1
20043914_v0.xml	As shown for DmGasp, the @Species$ homolog was found to contain three type-2 chitin-binding domains (CBDs), which were also found in @Gene$ orthologs retrieved from GenBank.	1
20726907_v0.xml	Feeding-based RNA interference of a @Gene$ gene in the brown planthopper, @Species$.	1
20726907_v0.xml	The full-length cDNA of @Species$ @Gene$ (NlTPS) is 3235 bp and has an open reading frame of 2424 bp, encoding a protein of 807 amino acids.	1
20726907_v0.xml	Here, we examined the effects of using a feeding-based RNAi technique to target the gene @Gene$ (TPS) in @Species$.	1
21181781_v0.xml	Isolation and expression analysis of a homolog of the @Gene$ gene in the diamondback moth, @Species$.	1
21181781_v0.xml	In particular, the protein sequence of the @Gene$ gene shows high identity to the @Species$ epsilon (96.2%).	1
21181781_v0.xml	"A full-length @Gene$ gene homolog (also referred to as the Px14-3-3 epsilon "" "" or Px14-3-3  gene) was cloned from cDNA of the diamondback moth, @Species$."	1
21181781_v0.xml	The amino acid sequence of the @Species$ @Gene$ gene is very similar to that of other insect epsilons ( ) but not to other insect zetas ( ).	1
26185058_v0.xml	Silencing a @Gene$ gene reduces growth and fecundity in the brown planthopper, @Species$ (St l) (Hemiptera: Delphacidae).	1
26185058_v0.xml	UNASSIGNED: The brown planthopper (BPH), @Species$, @Gene$ (Nlst6) is a facilitative glucose/fructose transporter (often called a passive carrier) expressed in midgut that mediates sugar transport from the midgut lumen to hemolymph.	1
20645417_v0.xml	All-trans retinoic acid affects subcellular localization of a novel BmNIF3l protein: functional deduce and tissue distribution of @Gene$ gene from silkworm (@Species$).	1
20645417_v0.xml	The corresponding gene was named BmNIF3l (@Species$ @Gene$).	1
20513056_v0.xml	Molecular cloning, genomic structure, and genetic mapping of two @Gene$-orthologous genes of GABA receptors in the diamondback moth, @Species$.	1
20513056_v0.xml	Two Rdl-orthologous genes of @Gene$ (PxGABARalpha1 and PxGABARalpha2) were cloned and sequenced from a susceptible strain (Roth) of @Species$.	1
20513056_v0.xml	PxGABARalpha1 and PxGABARalpha2 showed 84% and 77% identity with the @Gene$ gene of @Species$ at an amino acid level, respectively.	1
20513056_v0.xml	At the orthologous position of alanine-302 in @Species$ @Gene$, PxGABARalpha1 has a conserved alanine at position 282.	1
20589912_v0.xml	Life-span phenotypes of @Gene$ and Rbp9 in @Species$ suggest functional cooperation of the two ELAV-family protein genes.	1
20589912_v0.xml	Life-span phenotypes of elav and @Gene$ in @Species$ suggest functional cooperation of the two ELAV-family protein genes.	1
20589912_v0.xml	In this study, we examined the genetic interaction between elav and Rbp9, two of the three genes encoding @Gene$-family proteins in @Species$.	1
22081039_v0.xml	Post-embryonic functions of @Gene$ in @Species$ include the regulation of compound eye development.	1
22081039_v0.xml	In the red flour beetle, @Species$, we found that @Gene$ is transiently upregulated during larval development, in prepupae, in female pupae and in adults, suggesting multiple post-embryonic roles.	1
25516715_v0.xml	Here, we report that the insect @Gene$ is a good potential target for RNAi-based pest control in the brown planthopper @Species$, a serious insect pest of rice plants.	1
20727410_v0.xml	Molecular cloning of a multidomain @Gene$ and protease inhibitor precursor gene from the @Species$ (Manduca sexta) and functional expression of the cathepsin F-like cysteine protease domain.	1
20727410_v0.xml	A @Species$ (tobacco hornworm) @Gene$, MsCPI, purified from larval hemolymph has an apparent molecular mass of 11.5 kDa, whereas the size of the mRNA is very large (  9 kilobases).	1
20728536_v0.xml	Expression of a @Gene$ homologue is altered in sexual mosaics of @Species$ moths infected with Wolbachia.	1
20728536_v0.xml	A homologue of the sex-determining gene doublesex, @Gene$, was identified in the adzuki bean borer @Species$.	1
20513055_v0.xml	In this study, we identified five more PBAN/@Gene$ genes from @Species$, S. richteri, S. pergandii, S. carolinensis, and a hybrid of S. invicta and S. richteri.	1
20513055_v0.xml	In this study, we identified five more PBAN/@Gene$ genes from S. geminata, @Species$, S. pergandii, S. carolinensis, and a hybrid of S. invicta and S. richteri.	1
20513055_v0.xml	In this study, we identified five more PBAN/@Gene$ genes from S. geminata, S. richteri, @Species$, S. carolinensis, and a hybrid of S. invicta and S. richteri.	1
20513055_v0.xml	In this study, we identified five more PBAN/@Gene$ genes from S. geminata, S. richteri, S. pergandii, @Species$, and a hybrid of S. invicta and S. richteri.	1
20513055_v0.xml	In this study, we identified five more @Gene$/Pyrokinin genes from @Species$, S. richteri, S. pergandii, S. carolinensis, and a hybrid of S. invicta and S. richteri.	1
20513055_v0.xml	In this study, we identified five more @Gene$/Pyrokinin genes from S. geminata, @Species$, S. pergandii, S. carolinensis, and a hybrid of S. invicta and S. richteri.	1
20513055_v0.xml	In this study, we identified five more @Gene$/Pyrokinin genes from S. geminata, S. richteri, @Species$, S. carolinensis, and a hybrid of S. invicta and S. richteri.	1
20513055_v0.xml	In this study, we identified five more @Gene$/Pyrokinin genes from S. geminata, S. richteri, S. pergandii, @Species$, and a hybrid of S. invicta and S. richteri.	1
20513055_v0.xml	Previous work demonstrated the localization of PBAN in the fire ant central nervous system, and identified a new family of @Gene$ from the red imported fire ant, @Species$.	1
21370391_v0.xml	RESULTS: Three dsRNAs targeting different sites within a gene encoding @Gene$ (V-ATPase-E, 21E01) were synthesised for RNAi in @Species$.	1
20854909_v0.xml	To define the cis-acting elements for flavone inducibility of the allelochemical-metabolizing CYP321A1 from Helicoverpa zea, functions of varying length of @Gene$ promoter are examined in @Species$ fatbody cells.	1
20854909_v0.xml	To define the cis-acting elements for flavone inducibility of the allelochemical-metabolizing @Gene$ from @Species$, functions of varying length of CYP321A1 promoter are examined in H. zea fatbody cells.	1
20637213_v0.xml	RNA interference of @Gene$ gene does not disrupt circadian locomotor rhythms in the cricket @Species$.	1
20637213_v0.xml	In the cricket @Species$, we have previously shown that @Gene$ (per) plays an essential role in the rhythm generation.	1
26554926_v0.xml	@Gene$ Involved in the Development and Reproduction Is a Potential Target for RNA-Interference-Based Pest Management in @Species$.	1
26554926_v0.xml	A putative @Gene$ gene (NlRan) was cloned from @Species$, a destructive phloem-feeding pest of rice.	1
26554926_v0.xml	The study established proof of concept that @Gene$ could serve as a target for dsRNA-based pesticides for @Species$ control.	1
25552931_v0.xml	Silencing the @Gene$ gene by transgenic plant-mediated RNAi impairs larval growth of @Species$.	1
25552931_v0.xml	In this study, we used this technology to silence the @Gene$ (AK) gene of @Species$ (HaAK), encoding a phosphotransferase that plays a critical role in cellular energy metabolism in invertebrate.	1
20513057_v0.xml	Identification of two @Gene$ genes and their expression profile in honeybee, @Species$.	1
20542114_v0.xml	A gut-specific @Gene$ gene essential for regulation of chitin content of peritrophic matrix and growth of @Species$ larvae.	1
20542114_v0.xml	We identified a cDNA putatively encoding a @Gene$ (OnCht) in European corn borer (ECB; @Species$).	1
26778648_v0.xml	Expression and characterization of a recombinant @Gene$ from the harlequin ladybird beetle @Species$.	1
26778648_v0.xml	Here we produced one of five @Gene$s represented in the immunity-related transcriptome of the invasive harlequin ladybird beetle @Species$ as recombinant protein.	1
29063672_v0.xml	Molecular characterization, spatial-temporal expression and magnetic response patterns of @Gene$ (IscA1) in the rice planthopper, @Species$.	1
29063672_v0.xml	Here we investigated the molecular characterization and the mRNA expression of @Gene$ in different developmental stages, tissues and magnetic fields in the migratory brown planthopper (BPH), @Species$.	1
29063672_v0.xml	For the macropterous migratory Nilaparvata lugens, mRNA expression of NlIscA1 and @Species$ @Gene$ (Nlcry1) were up-regulated under the magnetic fields of 5 Gauss and 10 Gauss in strength (vs. local geomagnetic field), while N. lugens cryptochrome2 (Nlcry2) remained stable.	1
29063672_v0.xml	For the macropterous migratory Nilaparvata lugens, mRNA expression of NlIscA1 and N. lugens cryptochrome1 (Nlcry1) were up-regulated under the magnetic fields of 5 Gauss and 10 Gauss in strength (vs. local geomagnetic field), while @Species$ @Gene$ (Nlcry2) remained stable.	1
29063672_v0.xml	For the brachyterous non-migratory @Species$, no significant changes were found in mRNA expression of @Gene$, Nlcry1 and Nlcry2 among different magnetic fields.	1
29063672_v0.xml	For the brachyterous non-migratory @Species$, no significant changes were found in mRNA expression of NlIscA1, @Gene$ and Nlcry2 among different magnetic fields.	1
29063672_v0.xml	For the brachyterous non-migratory @Species$, no significant changes were found in mRNA expression of NlIscA1, Nlcry1 and @Gene$ among different magnetic fields.	1
28980406_v0.xml	Characterization and functional analysis of @Gene$ gene in the red flour beetle, @Species$.	1
28980406_v0.xml	These results suggest that @Gene$ is not only essential for the resistance to heat and starvation stress, but also is critical for normal development and reproduction in @Species$.	1
28980406_v0.xml	In this study, @Gene$, one @Species$ species-specific shsp, has been identified.	1
26903874_v0.xml	Silencing of @Gene$ and APN Genes Affects the Growth and Development of Rice Yellow Stem Borer, @Species$.	1
26903874_v0.xml	Silencing of CYP6 and @Gene$ Genes Affects the Growth and Development of Rice Yellow Stem Borer, @Species$.	1
27809951_v0.xml	Molecular characterization, expression analysis and RNAi knock-down of @Gene$ and 1y from @Species$ and its yeast-like symbiont.	1
27809951_v0.xml	We demonstrated that partial silencing of @Gene$ and NlEF-1y genes caused lethal and sterility effect on @Species$.	1
27809951_v0.xml	We demonstrated that partial silencing of NlEF-1a and @Gene$ genes caused lethal and sterility effect on @Species$.	1
27809951_v0.xml	In the present paper, four cDNAs encoding the alpha and gamma subunits of @Gene$ (EF-1) were cloned and sequenced from @Species$, named NlEF-1a, NlEF-1y, and its yeast-like symbiont (YLS), named YsEF-1a and YsEF-1y, respectively.	1
29178612_v0.xml	Identification of a sugar @Gene$ and its effect on fecundity of the brown planthopper @Species$.	1
27417424_v0.xml	Identification of the @Gene$ genes from the diamondback moth, @Species$.	1
